1 2 4   3.99999997241E+003  4.99999997271E+001  0.00000000000E+000 -2.75878550456E-005 -2.72908578573E-007
1 2 12   3.95999997247E+003  4.99999999875E+001  0.00000000000E+000 -2.75266044749E-005 -1.25277187225E-008
1 2 13   3.91999997336E+003  4.99999997098E+001  0.00000000000E+000 -2.66437603800E-005 -2.90154149175E-007
1 2 14   3.87999997599E+003  5.00000035796E+001  0.00000000000E+000 -2.40071122336E-005  3.57961886138E-006
1 2 15   3.83999997803E+003  5.00000121710E+001  0.00000000000E+000 -2.19658043950E-005  1.21709996144E-005
1 2 16   3.79999997971E+003  5.00000230652E+001  0.00000000000E+000 -2.02922733998E-005  2.30652203371E-005
1 2 17   3.75999998095E+003  5.00000364493E+001  0.00000000000E+000 -1.90482239485E-005  3.64493244719E-005
1 2 18   3.71999998183E+003  5.00000514119E+001  0.00000000000E+000 -1.81741166006E-005  5.14119194458E-005
1 2 19   3.67999998247E+003  5.00000676020E+001  0.00000000000E+000 -1.75289798775E-005  6.76019635146E-005
1 2 20   3.63999998293E+003  5.00000847221E+001  0.00000000000E+000 -1.70715258712E-005  8.47221448697E-005
1 2 21   3.59999998322E+003  5.00001024968E+001  0.00000000000E+000 -1.67826393360E-005  1.02496751730E-004
1 2 22   3.55999998335E+003  5.00001206661E+001  0.00000000000E+000 -1.66502319871E-005  1.20666122423E-004
1 2 23   3.51999998333E+003  5.00001389855E+001  0.00000000000E+000 -1.66669050538E-005  1.38985488876E-004
1 2 24   3.47999998317E+003  5.00001572196E+001  0.00000000000E+000 -1.68341847403E-005  1.57219556103E-004
1 2 25   3.43999998281E+003  5.00001750972E+001  0.00000000000E+000 -1.71893571012E-005  1.75097165691E-004
1 2 26   3.39999998222E+003  5.00001921364E+001  0.00000000000E+000 -1.77812661271E-005  1.92136372070E-004
1 2 27   3.35999998139E+003  5.00002077894E+001  0.00000000000E+000 -1.86079904295E-005  2.07789366959E-004
1 2 28   3.31999998039E+003  5.00002225880E+001  0.00000000000E+000 -1.96080675993E-005  2.22587979962E-004
1 2 29   3.27999997967E+003  5.00002359386E+001  0.00000000000E+000 -2.03305884462E-005  2.35938552717E-004
1 2 30   3.23999997892E+003  5.00002481039E+001  0.00000000000E+000 -2.10794258585E-005  2.48103901778E-004
1 2 31   3.19999997812E+003  5.00002590324E+001  0.00000000000E+000 -2.18825562023E-005  2.59032366341E-004
1 2 32   3.15999997726E+003  5.00002686347E+001  0.00000000000E+000 -2.27403743932E-005  2.68634710055E-004
1 2 33   3.11999997635E+003  5.00002768252E+001  0.00000000000E+000 -2.36458888479E-005  2.76825153880E-004
1 2 34   3.07999997541E+003  5.00002835300E+001  0.00000000000E+000 -2.45908267315E-005  2.83529995854E-004
1 2 35   3.03999997443E+003  5.00002886890E+001  0.00000000000E+000 -2.55666221525E-005  2.88689026116E-004
